21-Oct-13,354,359.3,350.9,352.55,353.176406,248512,4342,87768575,115326,46.41,8.4,-1.45
18-Oct-13,350,359.3,349.3,356.6,353.786714,677752,12485,239779653,416658,61.48,10,6.6
17-Oct-13,339.5,349.9,339.5,348.7,346.7355447,327337,10051,113499373,102467,31.3,10.4,9.2
15-Oct-13,336.45,344,334.2,339.05,340.187231,262542,17626,89313436,55170,21.01,9.8,2.6
14-Oct-13,336.3,338.6,331.8,332.65,334.8117021,176396,3638,59059445,31288,17.74,6.8,-3.65
11-Oct-13,332,337.5,331.75,334.55,334.2505007,172275,3332,57583005,37151,21.56,5.75,2.55
10-Oct-13,329.15,336.4,329.15,332.5,333.3101813,223782,6025,74588819,73135,32.68,7.25,3.35
9-Oct-13,331.8,335,323.15,333.9,329.0580081,503930,13084,165822202,119338,23.68,11.85,2.1
8-Oct-13,325,334.35,323.05,331.5,331.9412369,546108,5861,181275765,334230,61.2,11.3,6.5
7-Oct-13,326.3,326.3,320,322.55,322.3396272,344039,7258,110897403,103577,30.11,6.3,-3.75
4-Oct-13,324,331.6,320,328.15,328.7197349,304997,7577,100258533,90140,29.55,11.6,4.15
3-Oct-13,321,325.3,314.7,324.25,321.6975336,468505,14226,150716903,165747,35.38,10.6,3.25
1-Oct-13,319.6,324.15,309.25,321.95,318.2732681,231648,10237,73727366,61515,26.56,14.9,2.35
30-Sep-13,323,323,312,318.25,316.3170401,423694,10192,134021632,185025,43.67,11,-4.75
27-Sep-13,338.35,338.35,323.55,325.1,327.4653481,352564,7989,115452493,123004,34.89,14.8,-13.25
26-Sep-13,337.5,338,329.5,334.6,333.8023793,206446,7231,68912166,59768,28.95,8.5,-2.9
25-Sep-13,330.5,339.1,325.5,336.25,333.5563389,271899,5267,90693635,79209,29.13,13.6,5.75
24-Sep-13,334,335.8,328,330,331.3599215,283848,5997,94055851,114308,40.27,7.8,-4
23-Sep-13,342,342,330.1,335.05,334.8563052,241477,7429,80860096,102375,42.4,11.9,-6.95
20-Sep-13,354.35,354.35,341.55,344.35,346.9366111,345297,6385,119796171,138355,40.07,12.8,-10
19-Sep-13,346,358.75,343,354.15,354.2857555,1477368,10889,523410438,1203138,81.44,15.75,8.15
18-Sep-13,339.2,341,333.75,337.35,337.0183737,145697,3597,49102566,21323,14.64,7.25,-1.85
17-Sep-13,338.7,340.7,326.15,337.3,336.9581742,223307,6026,75245119,23587,10.56,14.55,-1.4
16-Sep-13,327,339.6,326.8,335.4,333.9299224,248596,6265,83013643,31704,12.75,12.8,8.4
13-Sep-13,325.75,332.2,316.65,325.8,322.5866598,348137,8357,112304352,74410,21.37,15.55,0.05
12-Sep-13,336.4,340,324.65,329,331.6833398,145124,3941,48135213,35351,24.36,15.35,-7.4
11-Sep-13,339,344.9,330,335.45,336.233542,452698,8083,152212252,167525,37.01,14.9,-3.55
10-Sep-13,323,351,321.65,339.1,333.948255,663272,12289,221498527,168400,25.39,29.35,16.1
6-Sep-13,302.2,317.9,298.45,313.55,307.8614042,517945,14994,159455275,122103,23.57,19.45,11.35
5-Sep-13,300.35,309,294.7,297.3,299.8951092,238448,6616,71509389,44246,18.56,14.3,-3.05
4-Sep-13,286,299.05,281,297.45,293.4996794,251059,6539,73685736,43314,17.25,18.05,11.45
3-Sep-13,306,307,283.15,285,295.0944289,407979,9328,120392330,120230,29.47,23.85,-21
2-Sep-13,303,304,295.25,300.55,299.5109787,182125,4536,54548437,25105,13.78,8.75,-2.45
30-Aug-13,301,302.2,290.5,298.55,297.8288889,197813,4841,58914426,26669,13.48,11.7,-2.45
29-Aug-13,293.25,300.65,290,298.95,296.5740177,295186,6770,87544498,50061,16.96,10.65,5.7
28-Aug-13,293,293,279.25,287.75,285.9907733,262282,5900,75010232,40528,15.45,13.75,-5.25
27-Aug-13,305.9,306.2,291.5,294.25,298.938499,191314,5072,57191120,47259,24.7,14.7,-11.65
26-Aug-13,307.5,316.65,304.8,307,309.0334148,157206,3863,48581907,29016,18.46,11.85,-0.5
23-Aug-13,314,314.2,303.6,308.6,307.0835069,313998,6793,96423607,108356,34.51,10.6,-5.4
22-Aug-13,300,316.75,295.6,313.45,309.4109078,312070,9537,96557862,61421,19.68,21.15,13.45
21-Aug-13,320.55,323.15,294.75,298.6,309.7836984,336678,10793,104297356,121136,35.98,28.4,-21.95
20-Aug-13,312.15,324.45,302,318.7,314.0946356,311817,8615,97940047,55292,17.73,22.45,6.55
19-Aug-13,333.1,333.75,307.7,317.35,316.6247205,304589,8676,96440407,54806,17.99,26.05,-15.75
16-Aug-13,346.1,348.3,331.35,335.85,338.3058538,453331,12151,153364531,219007,48.31,16.95,-10.25
14-Aug-13,346,351.65,340,342.7,345.0298454,284265,5283,98079909,106741,37.55,11.65,-3.3
13-Aug-13,340.1,349.35,334,346.4,344.4971541,256506,4840,88365587,90907,35.44,15.35,6.3
12-Aug-13,337.1,344.3,333.4,341.9,340.6824915,155410,5363,52945466,39932,25.69,10.9,4.8
8-Aug-13,329,339.85,324.35,337.4,333.7839478,224057,5246,74786630,36061,16.09,15.5,8.4
7-Aug-13,323,332.8,320.6,326.8,326.6023908,212812,4902,69504908,38511,18.1,12.2,3.8
6-Aug-13,336,337.7,318.25,323.4,325.6694894,296756,6123,96644375,94720,31.92,19.45,-12.6
5-Aug-13,344.5,346.3,335.25,336.6,340.8165007,139679,3964,47604908,18165,13,11.05,-7.9
2-Aug-13,343,349.3,339.45,344.7,345.1188505,290592,7159,100288777,35584,12.25,9.85,1.7
1-Aug-13,345,354,340,343.7,345.3405396,1342452,12718,463603098,911643,67.91,14,-1.3
31-Jul-13,313.35,348.3,312.7,344.9,335.7816525,1131577,28177,379962795,134038,11.85,35.6,31.55
30-Jul-13,334,334.9,317.4,321.45,325.2411899,144550,4054,47013614,16327,11.3,17.5,-12.55
29-Jul-13,336.1,346.7,331.25,334,340.068869,319302,8900,108584670,85731,26.85,15.45,-2.1
26-Jul-13,337.1,340,331.2,337.35,335.1563139,236748,4809,79347587,58950,24.9,8.8,0.25
25-Jul-13,336.1,340.9,333.1,336.7,336.9840652,336998,6151,113562956,82352,24.44,7.8,0.6
24-Jul-13,328,338.5,327.25,337.3,335.8031147,276557,5796,92868702,46088,16.66,11.25,9.3
23-Jul-13,334.9,337.2,328.85,330.1,332.9227751,178919,6479,59566210,43619,24.38,8.35,-4.8
22-Jul-13,327.1,336.8,326.5,335.5,332.6579655,218437,5450,72664808,38007,17.4,10.3,8.4
19-Jul-13,324,333.85,318,330.05,327.748574,433034,11713,141926276,167857,38.76,15.85,6.05
18-Jul-13,315,324.8,314,322.55,320.9271106,186200,6286,59756628,36262,19.47,10.8,7.55
17-Jul-13,325,327.5,312.05,315.85,320.4316912,409281,9295,131146603,117239,28.65,15.45,-9.15
16-Jul-13,309.7,323.25,308.2,321.25,318.6541366,401167,10982,127833524,106353,26.51,15.05,11.55
15-Jul-13,305.3,316.25,302.5,314.7,311.5125226,422955,9496,131755779,137971,32.62,13.75,9.4
12-Jul-13,302,306.45,297.05,304.95,302.526547,220138,5087,66597589,43719,19.86,9.4,2.95
11-Jul-13,292.2,300.95,292.2,300,297.9571178,157035,3894,46789696,54239,34.54,8.75,7.8
10-Jul-13,293,294,289.35,290.4,291.1616454,131739,2716,38357344,28061,21.3,4.65,-2.6
9-Jul-13,293.5,297,290.2,291.95,292.6305707,220865,4041,64631851,47563,21.53,6.8,-1.55
8-Jul-13,295.8,307.8,289.6,293.45,297.1426493,491366,9858,146005795,69234,14.09,18.2,-2.35
5-Jul-13,304,306,293.2,295.55,298.5124066,222542,4853,66431548,59662,26.81,12.8,-8.45
4-Jul-13,294.3,303.4,294.15,301.25,300.4699824,192454,4105,57826650,44139,22.93,9.25,6.95
3-Jul-13,303.65,306.65,283.8,294.25,294.6855763,400765,6949,118099665,86485,21.58,22.85,-9.4
2-Jul-13,295.9,305.4,292,302.75,301.897578,282127,6526,85173458,45257,16.04,13.4,6.85
1-Jul-13,292.35,301.05,291.1,295.35,296.3828689,139092,4154,41224486,38899,27.97,9.95,3
28-Jun-13,281,292.95,281,291.4,288.4208949,151185,4345,43604913,38359,25.37,11.95,10.4
27-Jun-13,287,288.2,278.1,281.1,281.6189589,161106,2933,45370504,31480,19.54,10.1,-5.9
26-Jun-13,292.45,292.45,277.1,278.45,281.5514971,306687,6730,86348184,47748,15.57,15.35,-14
25-Jun-13,286,298,280,295.4,292.9287124,333340,7903,97644857,50570,15.17,18,9.4
24-Jun-13,290,290.8,281.55,283.1,286.5308441,87764,2257,25147093,21517,24.52,9.25,-6.9
21-Jun-13,289,295.5,286.45,292.55,291.8112732,163591,3845,47737698,32474,19.85,9.05,3.55
20-Jun-13,295,295,286.8,288.6,290.1850788,377623,5351,109580560,198247,52.5,8.2,-6.4
19-Jun-13,292,301.75,291.6,299.7,297.6290837,259142,5834,77128196,57779,22.3,10.15,7.7
18-Jun-13,300,301.5,289.95,291.45,296.7484525,259943,5551,77137683,60249,23.18,11.55,-8.55
17-Jun-13,291.3,298.4,289.55,296.4,295.6528742,171494,3534,50702694,37133,21.65,8.85,5.1
14-Jun-13,290.9,292.4,286.65,289.1,289.9470193,173384,2359,50272174,49076,28.3,5.75,-1.8
13-Jun-13,276,288.5,275.4,287.6,284.7993951,192084,3286,54705407,28829,15.01,13.1,11.6
12-Jun-13,277.9,281.8,274.7,277.95,278.4845027,243687,3239,67863053,92534,37.97,7.1,0.05
11-Jun-13,283.8,283.8,274.5,278.55,277.3572768,277278,3662,76905071,98454,35.51,9.3,-5.25
10-Jun-13,289,291.05,281,284,284.6807922,241902,3061,68864853,49549,20.48,10.05,-5
7-Jun-13,293.5,296.8,286,288.35,292.880032,254818,3401,74631104,53110,20.84,10.8,-5.15
6-Jun-13,302,303,292.3,295.45,295.6174236,314894,4512,93088153,70414,22.36,10.7,-6.55
5-Jun-13,307.9,307.9,300.2,302,302.6790671,122711,2001,37142051,25349,20.66,7.7,-5.9
4-Jun-13,303,308.3,302.5,304.1,305.5066348,64508,1108,19707622,7293,11.31,5.8,1.1
3-Jun-13,302.5,308.1,298.75,303.65,303.9714394,115684,2072,35164632,21474,18.56,9.35,1.15
31-May-13,315,316.4,296.15,300.55,306.3201907,228061,3624,69859689,62985,27.62,20.25,-14.45
30-May-13,306.7,319.1,306,315.9,312.3383895,169497,2503,52940420,29316,17.3,13.1,9.2
29-May-13,315.1,315.75,309.6,314.3,312.9383822,136519,2684,42722035,12033,8.81,6.15,-0.8
28-May-13,311.8,317.25,311,314.2,314.5557286,129682,2616,40792216,21812,16.82,6.25,2.4
27-May-13,300.8,313.9,300.75,309.15,308.1500523,160504,2878,49459316,46183,28.77,13.15,8.35
24-May-13,303.5,304.9,294.8,299.25,297.6236047,252806,2865,75241033,120523,47.67,10.1,-4.25
23-May-13,309.9,309.9,299.1,300.6,301.7553346,204749,2855,61784103,51604,25.2,10.8,-9.3
22-May-13,305.7,313.75,305.7,311.8,310.3119565,164664,3388,51097208,32619,19.81,8.05,6.1
21-May-13,308,311,303.3,304.95,306.855817,155268,2779,47644889,36230,23.33,7.7,-3.05
20-May-13,316.1,319.45,307.05,308,311.7893929,168171,3957,52433934,46779,27.82,12.4,-8.1
17-May-13,322.05,323.55,312.7,315.65,317.703034,182600,2372,58012574,77984,42.71,10.85,-6.4
16-May-13,322,327.85,321.25,321.95,323.7673649,142270,2279,46062383,38218,26.86,6.6,-0.05
15-May-13,316.6,324.4,316.5,322.4,322.4702337,151329,1994,48799098,62576,41.35,7.9,5.8
14-May-13,316.95,318.65,312,317.2,315.9251911,157147,2675,49646696,26852,17.09,6.65,0.25
13-May-13,322.5,324.9,310.7,311.65,316.2889203,269403,2776,85209184,145220,53.9,14.2,-10.85
11-May-13,325,328,320,325.1,324.3637612,18207,428,5905691,4434,24.35,8,0.1
10-May-13,328,328,323,324.15,324.5518014,116908,1490,37942702,52619,45.01,5,-3.85
9-May-13,323,327.5,322.75,324.9,325.2262268,114730,1797,37313205,25762,22.45,4.75,1.9
8-May-13,331.1,331.15,322.65,324.05,326.7303027,145515,2254,47544160,39657,27.25,8.5,-7.05
7-May-13,320.9,332.2,318.35,330.05,327.6104687,383258,8084,125559333,83281,21.73,13.85,9.15
6-May-13,322.45,323,318.15,320,320.5976857,190120,2661,60952032,45165,23.76,4.85,-2.45
3-May-13,326.2,331,316.1,317.7,322.8230572,771758,10307,249141277,166158,21.53,14.9,-8.5
2-May-13,307,324,305.25,316.7,315.8643422,1146517,16517,362143838,104167,9.09,18.75,9.7
30-Apr-13,321.1,323.7,314,318.75,317.6964084,226472,3677,71949341,42514,18.77,9.7,-2.35
29-Apr-13,319,324.25,313,318.1,317.4577369,245971,3644,78085397,46679,18.98,11.25,-0.9
26-Apr-13,306.3,320.85,306.3,318.4,317.8989238,628763,7437,199883081,254980,40.55,14.55,12.1
25-Apr-13,300.1,309.6,298.85,304.55,303.1594276,195537,2761,59278885,52901,27.05,10.75,4.45
23-Apr-13,301,307.6,296.8,299.45,301.0594379,399089,5376,120149510,70818,17.74,10.8,-1.55
22-Apr-13,300.1,304.65,299,300.75,301.3756538,115854,1905,34915575,19560,16.88,5.65,0.65
18-Apr-13,285,301.25,285,299.45,295.5362198,458603,6665,135533797,78230,17.06,16.25,14.45
17-Apr-13,286,288.5,283.45,286.15,285.7952524,186200,2252,53215076,29824,16.02,5.05,0.15
16-Apr-13,281.75,285.95,278.25,285.3,283.601254,260128,3430,73772627,57742,22.2,7.7,3.55
15-Apr-13,272.8,283.7,271.5,279.85,279.4228314,562936,5027,157297171,264016,46.9,12.2,7.05
12-Apr-13,274.05,278.35,271.6,273.35,274.5074827,179748,2815,49342171,40141,22.33,6.75,-0.7
11-Apr-13,282,282,271.7,275.15,274.7517577,441762,6593,121374886,53144,12.03,10.3,-6.85
10-Apr-13,279,282.75,274.45,281.65,279.1989156,354673,4992,99024317,41468,11.69,8.3,2.65
9-Apr-13,281.85,283.5,274.1,277.1,276.9263709,623232,5453,172589376,321385,51.57,9.4,-4.75
8-Apr-13,270.95,284.55,270.25,281.2,278.4288418,632429,7537,176086474,161191,25.49,14.3,10.25
5-Apr-13,273.8,279.35,266.95,270.65,272.2076047,453906,7943,123556665,135032,29.75,12.4,-3.15
4-Apr-13,280.55,284.65,272.2,273.75,278.2684062,474486,6083,132034463,68188,14.37,12.45,-6.8
3-Apr-13,292,292.7,279.4,280.65,283.6012684,406489,6837,115280796,97375,23.96,13.3,-11.35
2-Apr-13,294,294.9,290.25,292.2,292.3015875,200131,2877,58498609,63424,31.69,4.65,-1.8
1-Apr-13,290.7,295,289.2,293.4,292.6902034,190851,3009,55860218,35920,18.82,5.8,2.7
28-Mar-13,296.95,296.95,288.7,291.8,291.1669095,158517,2678,46154905,41355,26.09,8.25,-5.15
26-Mar-13,286.5,298.25,285.35,297.05,294.1674217,410789,5941,120840741,90857,22.12,12.9,10.55
25-Mar-13,297.7,297.7,287.35,288.45,292.2195363,681632,6473,199186187,343063,50.33,10.35,-9.25
22-Mar-13,299,299.9,288.6,294.2,293.2108252,534993,7950,156865739,95104,17.78,11.3,-4.8
21-Mar-13,286,303.5,283.6,298,298.2254076,1583775,20413,472321945,488649,30.85,19.9,12
20-Mar-13,290,297.55,275.55,281.15,286.6043926,1719083,18722,492696739,429038,24.96,22,-8.85
19-Mar-13,310,311.8,284.3,293.4,296.0373744,1424797,17532,421793163,308167,21.63,27.5,-16.6
18-Mar-13,306,310.5,301.2,308,306.1672695,351947,5822,107754652,44656,12.69,9.3,2
15-Mar-13,312.5,317.1,307.2,311.05,311.0415263,744155,6161,231463107,393003,52.81,9.9,-1.45
14-Mar-13,315,317.8,309.05,315,313.5267679,270398,4048,84777011,47833,17.69,8.75,0
13-Mar-13,314.2,320,311,317.6,316.9089773,455436,5240,144331757,183441,40.28,9,3.4
12-Mar-13,321,321,314.1,315.2,316.4153134,149020,2295,47152210,22795,15.3,6.9,-5.8
11-Mar-13,323,326.05,319.25,322.05,321.7429313,496552,4217,159762096,317900,64.02,6.8,-0.95
8-Mar-13,323,325.65,320.5,323.1,323.0103985,564406,4419,182309007,305039,54.05,5.15,0.1
7-Mar-13,319,321.3,316.55,320.45,319.7618976,307414,2603,98299284,149195,48.53,4.75,1.45
6-Mar-13,325,327,319.2,321.7,321.6309289,586475,5117,188628499,316630,53.99,7.8,-3.3
5-Mar-13,316.75,324,309.9,321.95,315.6067535,522540,5624,164917153,198176,37.93,14.1,5.2
4-Mar-13,314,316.9,307.55,315.5,312.5694759,393518,4727,123001715,126780,32.22,9.35,1.5
1-Mar-13,323.55,326.15,308.1,310.95,317.8812159,879798,18513,279671258,214777,24.41,18.05,-12.6
28-Feb-13,326.5,327.85,317.65,323.55,323.9342249,623412,12256,201944483,274958,44.11,10.2,-2.95
27-Feb-13,316.75,324.45,315,321.55,321.2366165,521240,12607,167441374,115365,22.13,9.45,4.8
26-Feb-13,310,334.55,302.55,311.3,314.1361766,860199,12038,270219625,86173,10.02,32,1.3
25-Feb-13,307.8,311.75,305.4,307.05,308.156412,364825,5453,112423163,26876,7.37,6.35,-0.75
22-Feb-13,296.65,311.1,296.05,309.8,305.1298079,652179,8941,198999253,183055,28.07,15.05,13.15
21-Feb-13,303,307.75,291.65,296.05,302.6627383,1016866,10244,307767448,521453,51.28,16.1,-6.95
20-Feb-13,310.5,311.5,303.5,304.55,306.2582519,395699,6997,121186084,43028,10.87,8,-5.95
19-Feb-13,315,315,304.75,307.75,307.8364344,236425,6545,72780229,43160,18.26,10.25,-7.25
18-Feb-13,316,317.45,312,313.85,314.4866241,112703,2164,35443586,16276,14.44,5.45,-2.15
15-Feb-13,313,318.15,306.55,316.25,312.0792193,248172,3570,77449324,34683,13.98,11.6,3.25
14-Feb-13,324.15,326.75,310.4,312.4,314.9845122,253103,4178,79723525,47640,18.82,16.35,-11.75
13-Feb-13,323.8,329.9,323.05,325.5,327.2510048,198789,2819,65053900,43598,21.93,6.85,1.7
12-Feb-13,315.7,323.3,314,321.7,319.9496437,245471,3572,78538359,22625,9.22,9.3,6
11-Feb-13,319.35,320.35,314.8,316.05,316.9324627,112027,2087,35504993,27598,24.64,5.55,-3.3
8-Feb-13,321,324.9,317.35,321.1,321.1182088,200831,3605,64490491,26737,13.31,7.55,0.1
7-Feb-13,327.15,327.7,316.3,319.75,320.5221074,232931,4201,74659535,56188,24.12,11.4,-7.4
6-Feb-13,326.8,330.85,324.6,326.55,326.7700517,206155,2637,67365280,36998,17.95,6.25,-0.25
5-Feb-13,330,332.9,323,324.55,326.9998805,251119,4373,82115883,37214,14.82,9.9,-5.45
4-Feb-13,331.4,334.55,327.8,330.95,331.0985058,328397,4301,108731756,51061,15.55,6.75,-0.45
1-Feb-13,338.4,347.2,327.1,330.5,335.2295983,1686367,29726,565320132,236451,14.02,20.1,-7.9
31-Jan-13,345,347.2,338.1,339.4,342.4406818,177003,2432,60613028,44315,25.04,9.1,-5.6
30-Jan-13,350.5,353,343,344.65,347.7044524,1074727,5154,373687363,861833,80.19,10,-5.85
29-Jan-13,356.3,363.5,347.6,348.9,356.3816884,285458,4213,101732004,75215,26.35,15.9,-7.4
28-Jan-13,358,362.8,355.5,357.6,358.1321669,220910,3628,79114977,70910,32.1,7.3,-0.4
25-Jan-13,361,370.4,357.1,359.6,363.7091798,278361,4540,101242451,33215,11.93,13.3,-1.4
24-Jan-13,368.8,369.7,359.1,361,362.9690693,340115,4446,123451225,54777,16.11,10.6,-7.8
23-Jan-13,350.6,369,350.25,367.25,364.3115274,1581222,13127,576057402,748593,47.34,18.75,16.65
22-Jan-13,355,355,349,351.65,352.3733017,1273857,7356,448873197,981618,77.06,6,-3.35
21-Jan-13,347,356.5,345,355,354.7642422,3687114,5938,1308056204,3381556,91.71,11.5,8
18-Jan-13,353,353.5,345.2,348.65,349.3983811,349487,4105,122110192,85299,24.41,8.3,-4.35
17-Jan-13,341.05,356.7,335,353.95,351.8649122,1423585,11969,500909611,828528,58.2,21.7,12.9
16-Jan-13,346,348.5,340.5,342.45,344.0864323,383757,5723,132045577,88979,23.19,8,-3.55
15-Jan-13,329,349.95,325.05,345.25,342.9191559,879186,12537,301489721,214859,24.44,24.9,16.25
14-Jan-13,325,331.5,323.25,329.4,327.9613917,186048,3188,61016561,40151,21.58,8.25,4.4
11-Jan-13,329.5,330.7,324,324.7,326.1600478,168281,3066,54886539,55418,32.93,6.7,-4.8
10-Jan-13,332.55,334,326.5,329.9,330.035815,183973,3434,60717679,41677,22.65,7.5,-2.65
9-Jan-13,332.4,336.3,331.35,333.2,334.15371,234474,3491,78350357,49919,21.29,4.95,0.8
8-Jan-13,326.7,332.9,325,330.3,329.1797343,130615,2279,42995811,29769,22.79,7.9,3.6
7-Jan-13,328.3,331.15,325.3,326.7,328.9674762,164864,3329,54234894,57755,35.03,5.85,-1.6
4-Jan-13,327.8,329.7,325.65,327.1,327.7775222,116097,2013,38053987,25662,22.1,4.05,-0.7
3-Jan-13,322.25,329,319.2,327.75,324.8078665,192590,3170,62554747,45660,23.71,9.8,5.5
2-Jan-13,321.6,326.2,320.05,321.35,323.5030697,123953,2380,40099176,44460,35.87,6.15,-0.25
1-Jan-13,317.8,322.5,317.5,320.6,320.7591844,311396,4167,99883127,123226,39.57,5,2.8
31-Dec-12,318.55,320.9,315.7,316.8,317.7717619,84609,1543,26886351,19444,22.98,5.2,-1.75
28-Dec-12,317.7,323.3,313.75,318.35,318.8131411,387715,7490,123608637,75802,19.55,9.55,0.65
27-Dec-12,317.8,321.55,315.5,318.65,319.1398677,233635,3603,74562243,70191,30.04,6.05,0.85
26-Dec-12,308.85,318.5,308.8,317.45,316.1516063,276189,4652,87317596,85467,30.95,9.7,8.6
24-Dec-12,305.6,311.25,303.4,308.85,308.3932841,177073,2852,54608124,22569,12.75,7.85,3.25
21-Dec-12,315,315,305.25,307.15,308.8984684,287014,4672,88658185,52455,18.28,9.75,-7.85
20-Dec-12,314,318.2,309.4,316.9,315.2121065,254127,3489,80103907,30571,12.03,8.8,2.9
19-Dec-12,313.4,318.85,313.05,315.95,316.7949643,406422,4126,128752443,238414,58.66,5.8,2.55
18-Dec-12,300.5,314.05,300.5,313.15,310.1008782,421647,6919,130753105,89527,21.23,13.55,12.65
17-Dec-12,310,311.05,299.1,300.45,304.3856522,674346,6538,205261247,247100,36.64,11.95,-9.55
14-Dec-12,318.4,319.35,309,311.95,312.8160436,263557,4249,82444858,57184,21.7,10.35,-6.45
13-Dec-12,311.1,320,310.5,316.75,316.2983767,341089,4940,107885897,92168,27.02,9.5,5.65
12-Dec-12,317,318,308,311.95,312.9509088,225580,4522,70595466,61032,27.06,10,-5.05
11-Dec-12,317,321,312,314.1,316.8165496,220054,3520,69716749,63009,28.63,9,-2.9
10-Dec-12,325,326,316.1,317.8,319.2887783,202349,4127,64607765,48764,24.1,9.9,-7.2
7-Dec-12,324.05,329.9,320.1,322.5,326.0994049,154771,2699,50470731,32690,21.12,9.8,-1.55
6-Dec-12,334.35,335.2,321.05,324.8,324.9496994,356258,4848,115765930,124914,35.06,14.15,-9.55
5-Dec-12,331.05,332.6,326.7,330.05,329.0937109,150100,2932,49396966,44765,29.82,5.9,-1
4-Dec-12,329.9,334.05,327.55,332,330.5955334,249494,3034,82481602,110535,44.3,6.5,2.1
3-Dec-12,336,340,330.05,331.2,333.8919585,300903,4738,100469092,110108,36.59,9.95,-4.8
30-Nov-12,332,340.95,324.8,337.15,333.3374004,906395,10668,302135353,309369,34.13,16.15,5.15
29-Nov-12,326.4,332.4,325,330.15,328.3673893,1269313,8571,416800996,785781,61.91,7.4,3.75
27-Nov-12,312,331,311,326.55,319.5738672,741215,14540,236872944,170543,23.01,20,14.55
26-Nov-12,307,312,306.8,310.35,309.550743,241245,2941,74677569,87122,36.11,5.2,3.35
23-Nov-12,309,312,303.5,305.4,306.8379951,266924,4333,81902425,84993,31.84,8.5,-3.6
22-Nov-12,307.3,311.5,305.6,308.2,308.5311801,276106,4578,85187310,30429,11.02,5.9,0.9
21-Nov-12,309.6,310.1,303.6,307.3,306.2261679,197685,4090,60536320,41788,21.14,6.5,-2.3
20-Nov-12,311.4,312.7,306.1,309.25,309.6002774,545721,8962,168955373,257179,47.13,6.6,-2.15
19-Nov-12,302.5,311.4,302.5,309.8,309.0060991,1018844,11319,314829010,597658,58.66,8.9,7.3
16-Nov-12,293.4,303.95,292.9,301.1,300.1265489,789979,13861,237093671,344824,43.65,11.05,7.7
15-Nov-12,285,296.05,285,291,292.1563225,584292,8627,170704602,247990,42.44,11.05,6
13-Nov-12,280.95,283.65,280.5,282.65,282.5750003,77673,1560,21948448,28575,36.79,3.15,1.7
12-Nov-12,273.9,282.8,272.5,279.8,281.148208,4052460,3695,1139341867,51519,1.27,10.3,5.9
9-Nov-12,275.3,279.5,274.2,275.3,276.4784364,189486,3008,52388793,35932,18.96,5.3,0
8-Nov-12,268.5,277,267.55,276.25,274.2890421,446409,6964,122445097,89214,19.98,9.45,7.75
7-Nov-12,269.9,281.1,269.65,271.1,273.3378204,719252,10546,196598774,177669,24.7,11.45,1.2
6-Nov-12,273.2,276.75,270.6,273.5,273.6087742,81375,1511,22264914,18798,23.1,6.15,0.3
5-Nov-12,275,277.55,271.1,273.3,273.490984,173470,2175,47442481,69498,40.06,6.45,-1.7
2-Nov-12,281.7,283.7,274.5,274.9,278.0714928,256977,4228,71457978,86324,33.59,9.2,-6.8
1-Nov-12,269.5,281.8,269.5,280.85,277.9863069,387934,6984,107840340,134373,34.64,12.3,11.35
31-Oct-12,270.2,273.15,266.65,269,270.7056628,99685,1748,26985294,26151,26.23,6.5,-1.2
30-Oct-12,270.5,274.35,268.75,270.1,271.1155584,186754,2996,50631915,57561,30.82,5.6,-0.4
29-Oct-12,267,270.75,266.5,269.75,268.6334884,136746,1639,36734555,70014,51.2,4.25,2.75
26-Oct-12,269,270,264.5,266.8,266.7080366,91556,1734,24418721,20119,21.97,5.5,-2.2
25-Oct-12,272,273.65,267,269.4,270.0623425,179364,1808,48439462,99678,55.57,6.65,-2.6
23-Oct-12,271.85,274.45,270,271.1,272.6519988,208824,3165,56936281,77133,36.94,4.45,-0.75
22-Oct-12,265.8,272.25,265,271.75,270.1139385,229975,3291,62119453,94742,41.2,7.25,5.95
19-Oct-12,263,267.15,261.25,266.65,264.1969357,226287,3501,59784332,40510,17.9,5.9,3.65
18-Oct-12,268.8,270,263.2,265.75,266.0092036,421572,5237,112142032,210385,49.9,6.8,-3.05
17-Oct-12,269.5,272,266.2,270.15,269.5566942,437743,5103,117996556,191679,43.79,5.8,0.65
16-Oct-12,263.7,269.75,261.25,267.65,267.4436961,369406,4561,98795306,163290,44.2,8.5,3.95
15-Oct-12,260.4,264,256.65,263.3,260.8182411,332897,5481,86825610,53760,16.15,7.35,2.9
12-Oct-12,267.5,269,258.65,260.3,263.326502,227432,4270,59888873,72997,32.1,10.35,-7.2
11-Oct-12,263.8,268.7,262.1,267.2,265.7156994,223735,4342,59449902,33661,15.05,6.6,3.4
10-Oct-12,265,266.65,261.1,261.8,263.300849,186213,3349,49030041,49164,26.4,5.55,-3.2
9-Oct-12,272.3,272.9,264.25,265.2,266.9373931,331545,5952,88501758,108253,32.65,8.65,-7.1
8-Oct-12,268.5,276.4,266.3,270.15,270.5607135,902197,8387,244099064,153568,17.02,10.1,1.65
5-Oct-12,270.9,271.5,257,265.85,265.9252617,273849,3989,72823367,42124,15.38,14.5,-5.05
4-Oct-12,268.9,273,267.5,269.55,270.4617679,230369,4011,62306007,70972,30.81,5.5,0.65
3-Oct-12,269,269.4,264.55,265.65,266.9993243,210154,3027,56110976,66117,31.46,4.85,-3.35
1-Oct-12,265.5,267.6,262.55,265.25,265.6533752,200906,3162,53371357,61925,30.82,5.05,-0.25
